order_id,order_date,product_id,product_name,category,quantity,price,total_price,customer_id,customer_region
37,2023-03-26,525,Kit Ferramentas 525,Automotivo,4,370.61,1482.44,329,Sudeste
38,2023-12-11,686,Pneu 686,Automotivo,2,488.59,977.18,221,Sul
39,2023-07-22,394,Sofá 394,Casa,5,250.86,1254.3,83,Sul
40,2023-01-26,654,Perfume 654,Beleza,4,44.86,179.44,452,Norte
41,2023-04-02,623,Raquete 623,Esportes,4,70.69,282.76,212,Sudeste
42,2023-11-01,73,Luvas 73,Esportes,1,291.71,291.71,178,Sul
43,2023-08-27,864,Smartphone 864,Eletrônicos,3,185.65,556.95,495,Nordeste
44,2023-12-28,896,Fantasia 896,Livros,2,271.29,542.58,474,Norte
45,2023-12-12,44,Blocos de Montar 44,Brinquedos,1,18.48,18.48,475,Centro-Oeste
46,2023-11-11,302,Lego 302,Brinquedos,5,337.86,1689.3,416,Norte
47,2023-12-15,774,Lego 774,Brinquedos,1,414.48,414.48,327,Norte
48,2023-10-15,174,Batom 174,Beleza,1,297.94,297.94,89,Sul
49,2023-10-12,99,Boneca 99,Brinquedos,5,440.71,2203.55,115,Sudeste
50,2023-03-28,10,Raquete 10,Esportes,3,316.86,950.58,499,Sul
51,2023-07-02,179,Blocos de Montar 179,Brinquedos,3,212.52,637.56,267,Sudeste
52,2023-10-11,986,Cadeira 986,Casa,5,420.08,2100.4,352,Sudeste
53,2023-03-17,639,Esmalte 639,Beleza,4,489.93,1959.72,270,Sudeste
54,2023-08-20,838,Esmalte 838,Beleza,5,468.99,2344.95,491,Nordeste
55,2023-04-07,800,Queijo 800,Alimentos,4,381.45,1525.8,452,Norte
56,2023-01-26,275,Sabonete 275,Beleza,1,344.99,344.99,434,Nordeste
57,2023-10-24,301,Tapete Automotivo 301,Automotivo,4,260.59,1042.36,352,Sudeste
58,2023-12-26,196,Fone de Ouvido 196,Eletrônicos,4,211.6,846.4,226,Sul
59,2023-11-22,545,Saia 545,Roupas,3,85.43,256.29,366,Sul
60,2023-04-29,627,Esmalte 627,Beleza,1,476.28,476.28,267,Sudeste
61,2023-02-19,88,Chocolate 88,Alimentos,5,488.65,2443.25,181,Nordeste
62,2023-07-16,74,Sofá 74,Casa,3,209.44,628.32,456,Sudeste
63,2023-05-23,47,Cama Box 47,Casa,4,201.92,807.68,207,Nordeste
64,2023-01-18,65,Didático 65,Livros,1,216.83,216.83,45,Norte
65,2023-01-21,877,Estante 877,Casa,1,149.52,149.52,29,Nordeste
66,2023-05-06,336,Arroz 336,Alimentos,4,122.73,490.92,17,Centro-Oeste
67,2023-01-01,426,Patinete 426,Brinquedos,4,58.68,234.72,84,Sudeste
68,2023-09-10,62,Caixa de Som 62,Eletrônicos,3,179.63,538.89,104,Sul
69,2023-08-22,763,Pião 763,Brinquedos,4,200.33,801.32,190,Sudeste
70,2023-03-29,680,Romance 680,Livros,3,278.19,834.57,173,Norte
71,2023-06-26,526,Vestido 526,Roupas,2,305.37,610.74,135,Norte
72,2023-09-08,85,Estante 85,Casa,5,47.0,235.0,10,Centro-Oeste
73,2023-02-08,514,Kit Ferramentas 514,Automotivo,3,353.2,1059.6,479,Centro-Oeste
74,2023-02-17,930,Bola de Futebol 930,Esportes,2,311.68,623.36,256,Sul
75,2023-05-30,201,Raquete 201,Esportes,1,41.59,41.59,475,Centro-Oeste
76,2023-01-24,489,Camiseta Esportiva 489,Esportes,4,488.44,1953.76,208,Centro-Oeste
77,2023-08-23,440,Batom 440,Beleza,2,194.44,388.88,240,Sul
78,2023-01-23,625,Biografia 625,Livros,5,408.64,2043.2,71,Nordeste
79,2023-02-16,778,Macarrão 778,Alimentos,2,158.42,316.84,301,Nordeste
80,2023-12-09,394,Sofá 394,Casa,1,250.86,250.86,74,Sudeste
81,2023-03-15,898,Tablet 898,Eletrônicos,4,144.85,579.4,102,Nordeste
82,2023-01-03,921,Filtro de Ar 921,Automotivo,1,448.29,448.29,473,Sudeste
83,2023-07-13,502,Saia 502,Roupas,5,450.45,2252.25,220,Sul
84,2023-03-13,239,Luminária 239,Casa,3,284.17,852.51,275,Norte
85,2023-03-17,879,Quebra-cabeça 879,Brinquedos,1,343.79,343.79,487,Norte
86,2023-12-17,532,Condicionador 532,Beleza,1,270.61,270.61,295,Centro-Oeste
87,2023-05-20,118,Tesoura de Poda 118,Jardinagem,4,276.18,1104.72,404,Nordeste
88,2023-12-16,114,Raquete 114,Esportes,1,372.29,372.29,405,Centro-Oeste
89,2023-11-05,164,Câmera 164,Eletrônicos,2,372.76,745.52,188,Sul
90,2023-07-20,399,Smartphone 399,Eletrônicos,1,452.75,452.75,52,Sul
91,2023-02-02,636,Cadeira 636,Casa,4,92.45,369.8,473,Sudeste
92,2023-10-05,143,Óleo de Motor 143,Automotivo,2,353.43,706.86,477,Sul
93,2023-06-08,589,Sabonete 589,Beleza,3,159.26,477.78,314,Nordeste
94,2023-02-17,144,Lego 144,Brinquedos,2,280.95,561.9,62,Sudeste
95,2023-02-20,181,Café 181,Alimentos,2,98.79,197.58,391,Norte
96,2023-05-10,900,Casaco 900,Roupas,2,381.87,763.74,291,Norte
97,2023-02-13,433,Cama Box 433,Casa,2,273.98,547.96,439,Sul
98,2023-03-22,909,Condicionador 909,Beleza,2,381.61,763.22,103,Sul
99,2023-10-21,883,Halter 883,Esportes,3,143.03,429.09,444,Norte
100,2023-04-22,103,Armário 103,Casa,5,157.5,787.5,236,Sul
101,2023-08-01,280,História 280,Livros,2,382.19,764.38,84,Sudeste
102,2023-09-13,829,Queijo 829,Alimentos,5,94.92,474.6,441,Norte
103,2023-02-07,438,Sofá 438,Casa,4,352.3,1409.2,305,Nordeste
104,2023-12-07,360,Tapete 360,Casa,2,391.43,782.86,207,Nordeste
105,2023-03-27,305,Armário 305,Casa,3,240.34,721.02,149,Sul
106,2023-03-15,958,Jaqueta 958,Roupas,3,271.86,815.58,144,Norte
107,2023-08-09,629,Livro Infantil 629,Livros,1,211.32,211.32,183,Sudeste
108,2023-06-05,979,Sofá 979,Casa,5,265.7,1328.5,430,Centro-Oeste
109,2023-11-27,235,Camiseta Esportiva 235,Esportes,5,367.02,1835.1,437,Norte
110,2023-08-06,911,Livro Infantil 911,Livros,5,218.2,1091.0,212,Sudeste
111,2023-11-21,539,Camisa Polo 539,Roupas,1,98.21,98.21,225,Sudeste
112,2023-06-15,42,Protetor Solar 42,Beleza,2,10.94,21.88,184,Nordeste
113,2023-11-26,346,Sofá 346,Casa,4,171.57,686.28,13,Norte
114,2023-05-28,690,Biscoito 690,Alimentos,3,318.22,954.66,118,Centro-Oeste
115,2023-11-07,292,Macarrão 292,Alimentos,5,209.63,1048.15,435,Sudeste
116,2023-09-25,462,Armário 462,Casa,1,308.61,308.61,93,Nordeste
117,2023-11-21,169,Ficção Científica 169,Livros,2,293.93,587.86,259,Sul
118,2023-07-04,324,Carrinho 324,Brinquedos,1,114.63,114.63,351,Sudeste
119,2023-04-06,999,Luminária 999,Casa,1,212.83,212.83,17,Centro-Oeste
120,2023-11-19,697,Camiseta Esportiva 697,Esportes,2,495.89,991.78,120,Sudeste
121,2023-03-22,816,Luminária 816,Casa,5,199.62,998.1,191,Centro-Oeste
122,2023-02-09,948,Chocolate 948,Alimentos,3,359.5,1078.5,429,Sudeste
123,2023-05-08,684,Chocolate 684,Alimentos,4,398.09,1592.36,342,Norte
124,2023-12-13,214,HQ 214,Livros,5,48.41,242.05,424,Centro-Oeste
125,2023-09-25,918,Fone de Ouvido 918,Eletrônicos,3,382.74,1148.22,109,Norte
126,2023-12-10,943,Shorts 943,Roupas,3,297.29,891.87,128,Norte
127,2023-10-23,910,Halter 910,Esportes,5,139.92,699.6,99,Centro-Oeste
128,2023-10-11,827,Bateria 827,Automotivo,1,482.69,482.69,288,Sudeste
129,2023-06-10,962,Short Esportivo 962,Esportes,3,376.86,1130.58,399,Centro-Oeste
130,2023-07-10,83,Leite 83,Alimentos,5,466.2,2331.0,20,Centro-Oeste
131,2023-01-11,198,Boné 198,Esportes,1,108.07,108.07,227,Norte
132,2023-07-02,811,Café 811,Alimentos,3,490.08,1470.24,259,Sul
133,2023-07-29,198,Boné 198,Esportes,4,108.07,432.28,439,Sul
134,2023-11-23,913,Regador 913,Jardinagem,1,131.65,131.65,279,Sudeste
135,2023-09-30,516,Rack 516,Casa,4,334.01,1336.04,271,Nordeste
136,2023-04-27,589,Sabonete 589,Beleza,3,159.26,477.78,370,Centro-Oeste
137,2023-05-05,39,Suco 39,Alimentos,3,409.38,1228.14,128,Norte
138,2023-09-23,68,Lâmpada 68,Automotivo,3,98.5,295.5,322,Sudeste
139,2023-01-21,386,Pião 386,Brinquedos,1,257.73,257.73,457,Sul
140,2023-04-27,230,Cama Box 230,Casa,4,40.79,163.16,450,Centro-Oeste
141,2023-04-30,399,Smartphone 399,Eletrônicos,4,452.75,1811.0,54,Nordeste
142,2023-05-24,307,Camiseta Esportiva 307,Esportes,3,67.26,201.78,322,Sudeste
143,2023-09-06,576,Sofá 576,Casa,2,457.89,915.78,344,Norte
144,2023-07-26,350,Macarrão 350,Alimentos,2,244.63,489.26,9,Centro-Oeste
145,2023-09-22,960,Mangueira 960,Jardinagem,1,205.74,205.74,488,Sul
146,2023-01-11,604,Leite 604,Alimentos,4,386.36,1545.44,280,Norte
147,2023-10-05,956,Caixa de Som 956,Eletrônicos,5,90.55,452.75,20,Centro-Oeste
148,2023-01-28,644,Óleo de Motor 644,Automotivo,4,260.13,1040.52,334,Centro-Oeste
149,2023-01-27,487,Jaqueta 487,Roupas,5,493.6,2468.0,302,Norte
150,2023-11-17,228,Tapete Automotivo 228,Automotivo,1,393.64,393.64,84,Sudeste
151,2023-08-27,447,Fone de Ouvido 447,Eletrônicos,2,445.97,891.94,225,Sudeste
152,2023-08-02,137,Tesoura de Poda 137,Jardinagem,1,157.57,157.57,152,Centro-Oeste
153,2023-12-03,804,Ficção Científica 804,Livros,2,93.38,186.76,345,Sudeste
154,2023-09-20,913,Regador 913,Jardinagem,4,131.65,526.6,495,Nordeste
155,2023-06-21,413,Jaqueta 413,Roupas,2,327.85,655.7,28,Sudeste
156,2023-01-26,494,Sementes 494,Jardinagem,4,493.94,1975.76,269,Nordeste
157,2023-02-03,625,Biografia 625,Livros,5,408.64,2043.2,257,Sul
158,2023-03-10,862,Creme Facial 862,Beleza,2,186.29,372.58,135,Norte
159,2023-06-01,330,Desodorante 330,Beleza,2,484.17,968.34,448,Centro-Oeste
160,2023-01-31,852,Camiseta 852,Roupas,2,76.97,153.94,490,Sul
161,2023-02-15,406,Fantasia 406,Livros,3,366.26,1098.78,73,Nordeste
162,2023-03-09,722,Quebra-cabeça 722,Brinquedos,2,138.05,276.1,248,Sudeste
163,2023-09-22,388,Patinete 388,Brinquedos,3,308.04,924.12,375,Sudeste
164,2023-09-18,929,Boneca 929,Brinquedos,1,288.43,288.43,490,Sul
165,2023-11-18,687,Estante 687,Casa,5,206.13,1030.65,100,Sudeste
166,2023-04-21,464,Autoajuda 464,Livros,4,246.92,987.68,79,Nordeste
167,2023-01-03,352,Sofá 352,Casa,3,228.36,685.08,485,Sudeste
168,2023-10-05,379,Bola de Futebol 379,Esportes,5,287.03,1435.15,470,Nordeste
169,2023-01-27,476,Azeite 476,Alimentos,2,427.07,854.14,372,Sudeste
170,2023-10-20,66,Mouse 66,Eletrônicos,5,103.0,515.0,289,Sudeste
171,2023-04-10,484,Smartwatch 484,Eletrônicos,1,196.02,196.02,49,Sudeste
172,2023-01-29,20,Teclado 20,Eletrônicos,2,28.14,56.28,51,Sul
173,2023-09-14,154,GPS 154,Automotivo,4,33.72,134.88,26,Nordeste
174,2023-10-15,681,Squeeze 681,Esportes,1,166.47,166.47,303,Norte
175,2023-04-07,802,Lego 802,Brinquedos,3,187.91,563.73,499,Sul
176,2023-01-26,614,GPS 614,Automotivo,3,16.68,50.04,497,Nordeste
177,2023-11-18,91,Capa de Banco 91,Automotivo,1,238.43,238.43,115,Sudeste
178,2023-10-16,167,Mouse 167,Eletrônicos,3,365.78,1097.34,91,Norte
179,2023-12-10,284,Boné 284,Esportes,4,35.6,142.4,30,Nordeste
180,2023-05-01,753,Squeeze 753,Esportes,2,298.77,597.54,407,Centro-Oeste
181,2023-01-09,813,Vaso de Planta 813,Jardinagem,5,157.24,786.2,197,Nordeste
182,2023-12-11,709,Condicionador 709,Beleza,2,291.06,582.12,335,Nordeste
183,2023-01-14,455,Macarrão 455,Alimentos,5,114.04,570.2,251,Norte
184,2023-09-02,292,Macarrão 292,Alimentos,2,209.63,419.26,368,Sul
185,2023-10-28,327,Óleo de Motor 327,Automotivo,3,391.57,1174.71,189,Norte
186,2023-11-17,11,Esmalte 11,Beleza,1,167.41,167.41,61,Centro-Oeste
187,2023-10-01,190,Calça Jeans 190,Roupas,3,256.42,769.26,52,Sul
188,2023-09-26,868,Shorts 868,Roupas,1,25.08,25.08,240,Sul
189,2023-06-25,503,Notebook 503,Eletrônicos,3,353.89,1061.67,184,Nordeste
190,2023-06-04,408,Saia 408,Roupas,4,451.47,1805.88,40,Norte
191,2023-11-14,991,Smartwatch 991,Eletrônicos,1,378.25,378.25,32,Norte
192,2023-06-11,307,Camiseta Esportiva 307,Esportes,3,67.26,201.78,185,Norte
193,2023-03-10,437,Patinete 437,Brinquedos,3,136.44,409.32,348,Nordeste
194,2023-11-22,595,Fone de Ouvido 595,Eletrônicos,5,429.41,2147.05,11,Sudeste
195,2023-02-11,290,Leite 290,Alimentos,2,172.76,345.52,155,Sudeste
196,2023-01-17,370,Protetor Solar 370,Beleza,4,171.79,687.16,173,Norte
197,2023-06-02,108,Tapete Automotivo 108,Automotivo,5,405.42,2027.1,78,Sul
198,2023-03-13,287,Cama Box 287,Casa,5,360.46,1802.3,297,Centro-Oeste
199,2023-04-05,428,HQ 428,Livros,4,89.74,358.96,95,Sul
200,2023-11-27,647,Shorts 647,Roupas,3,182.54,547.62,212,Sudeste
201,2023-03-18,30,Camiseta Esportiva 30,Esportes,4,453.75,1815.0,15,Sudeste
202,2023-12-25,888,Casaco 888,Roupas,1,218.13,218.13,198,Centro-Oeste
203,2023-09-14,100,Condicionador 100,Beleza,2,153.69,307.38,424,Centro-Oeste
204,2023-11-13,162,Vestido 162,Roupas,3,397.93,1193.79,480,Sul
205,2023-01-24,684,Chocolate 684,Alimentos,2,398.09,796.18,136,Sul
206,2023-09-12,122,Luvas 122,Esportes,4,157.43,629.72,78,Sul
207,2023-04-09,277,Capa de Banco 277,Automotivo,4,154.56,618.24,148,Nordeste
208,2023-05-12,343,Camiseta Esportiva 343,Esportes,3,418.61,1255.83,61,Centro-Oeste
209,2023-06-16,73,Luvas 73,Esportes,1,291.71,291.71,437,Norte
210,2023-09-08,319,Bola de Futebol 319,Esportes,2,463.85,927.7,372,Sudeste
211,2023-07-09,146,Capa de Banco 146,Automotivo,5,399.38,1996.9,377,Nordeste
212,2023-06-24,305,Armário 305,Casa,5,240.34,1201.7,41,Norte
213,2023-01-22,734,Pelúcia 734,Brinquedos,2,114.48,228.96,9,Centro-Oeste
214,2023-01-11,823,Kit Ferramentas 823,Automotivo,2,182.98,365.96,196,Norte
215,2023-01-30,568,Arroz 568,Alimentos,1,20.75,20.75,181,Nordeste
216,2023-09-11,569,Tablet 569,Eletrônicos,4,157.5,630.0,143,Sul
217,2023-10-22,14,Lâmpada 14,Automotivo,4,239.54,958.16,249,Centro-Oeste
218,2023-07-23,799,Óleo de Motor 799,Automotivo,4,43.64,174.56,191,Centro-Oeste
219,2023-12-02,899,Mangueira 899,Jardinagem,4,208.53,834.12,101,Sul
220,2023-05-11,97,Pião 97,Brinquedos,2,440.2,880.4,143,Sul
221,2023-07-05,313,Smartwatch 313,Eletrônicos,3,395.84,1187.52,22,Nordeste
222,2023-02-27,168,Calota 168,Automotivo,1,74.13,74.13,190,Sudeste
223,2023-09-23,488,GPS 488,Automotivo,2,448.59,897.18,470,Nordeste
224,2023-10-20,70,Lâmpada 70,Automotivo,5,342.61,1713.05,193,Centro-Oeste
225,2023-11-12,655,Condicionador 655,Beleza,5,378.8,1894.0,492,Norte
226,2023-04-15,719,Calça Jeans 719,Roupas,1,390.98,390.98,453,Sul
227,2023-03-15,970,Queijo 970,Alimentos,5,264.97,1324.85,105,Nordeste
228,2023-02-28,509,Base 509,Beleza,5,79.53,397.65,158,Sudeste
229,2023-08-28,876,Bicicleta 876,Esportes,5,440.45,2202.25,180,Sul
230,2023-08-13,370,Protetor Solar 370,Beleza,2,171.79,343.58,215,Centro-Oeste
231,2023-04-10,641,Saia 641,Roupas,1,69.25,69.25,406,Sul
232,2023-11-07,164,Câmera 164,Eletrônicos,4,372.76,1491.04,190,Sudeste
233,2023-04-16,34,Calça Jeans 34,Roupas,2,168.66,337.32,400,Norte
234,2023-11-08,260,Bicicleta 260,Esportes,4,251.2,1004.8,131,Sul
235,2023-06-07,323,Mouse 323,Eletrônicos,3,210.14,630.42,70,Centro-Oeste
236,2023-10-14,391,História 391,Livros,5,55.13,275.65,458,Centro-Oeste
237,2023-12-15,139,Cama Box 139,Casa,3,388.75,1166.25,206,Nordeste
238,2023-08-13,831,Câmera 831,Eletrônicos,4,497.15,1988.6,211,Sul
239,2023-12-19,560,Creme Facial 560,Beleza,1,58.0,58.0,437,Norte
240,2023-03-06,432,Carrinho 432,Brinquedos,1,431.43,431.43,383,Sul
241,2023-05-22,750,Boneca 750,Brinquedos,3,410.38,1231.14,136,Sul
242,2023-06-06,162,Vestido 162,Roupas,3,397.93,1193.79,351,Sudeste
243,2023-06-17,725,Short Esportivo 725,Esportes,5,437.72,2188.6,390,Sudeste
244,2023-07-24,476,Azeite 476,Alimentos,3,427.07,1281.21,173,Norte
245,2023-07-27,590,Lâmpada 590,Automotivo,3,478.29,1434.87,86,Centro-Oeste
246,2023-04-09,519,Lâmpada 519,Automotivo,2,398.08,796.16,439,Sul
247,2023-03-07,601,Livro Infantil 601,Livros,5,133.68,668.4,51,Sul
248,2023-04-17,165,Terra Adubada 165,Jardinagem,5,498.57,2492.85,76,Norte
249,2023-05-20,692,Base 692,Beleza,2,11.55,23.1,238,Sudeste
250,2023-07-06,716,Jaqueta 716,Roupas,4,8.18,32.72,210,Centro-Oeste
251,2023-06-17,790,Azeite 790,Alimentos,4,460.72,1842.88,325,Sudeste
252,2023-04-06,479,Sementes 479,Jardinagem,1,41.62,41.62,89,Sul
253,2023-12-23,646,Boné 646,Esportes,5,27.94,139.7,328,Norte
254,2023-07-15,206,Fone de Ouvido 206,Eletrônicos,1,21.21,21.21,213,Nordeste
255,2023-04-20,952,Notebook 952,Eletrônicos,2,475.11,950.22,210,Centro-Oeste
256,2023-06-30,367,Tapete Automotivo 367,Automotivo,3,290.86,872.58,438,Nordeste
257,2023-02-05,59,Quebra-cabeça 59,Brinquedos,3,112.32,336.96,112,Norte
258,2023-08-24,846,Bola 846,Brinquedos,3,436.24,1308.72,336,Sul
259,2023-05-09,995,Calça Jeans 995,Roupas,5,453.79,2268.95,415,Sul
260,2023-08-24,820,Squeeze 820,Esportes,4,283.22,1132.88,242,Sudeste
261,2023-01-10,797,Camisa Polo 797,Roupas,1,26.23,26.23,386,Nordeste
262,2023-10-05,225,Shorts 225,Roupas,5,299.55,1497.75,42,Nordeste
263,2023-01-22,385,Macarrão 385,Alimentos,5,141.77,708.85,400,Norte
264,2023-12-19,13,Condicionador 13,Beleza,4,446.34,1785.36,80,Sudeste
265,2023-07-05,645,Chocolate 645,Alimentos,3,358.93,1076.79,127,Norte
266,2023-10-13,832,Camiseta 832,Roupas,1,133.05,133.05,470,Nordeste
267,2023-06-19,475,Queijo 475,Alimentos,2,257.54,515.08,304,Sudeste
268,2023-10-03,53,Capa de Banco 53,Automotivo,2,109.23,218.46,207,Nordeste
269,2023-10-31,727,Sabonete 727,Beleza,3,185.7,557.1,393,Sul
270,2023-07-27,590,Lâmpada 590,Automotivo,5,478.29,2391.45,256,Sul
271,2023-01-22,133,Saia 133,Roupas,4,359.47,1437.88,444,Norte
272,2023-12-04,773,Didático 773,Livros,4,94.77,379.08,168,Norte
273,2023-11-17,821,Jogo de Tabuleiro 821,Brinquedos,2,211.02,422.04,11,Sudeste
274,2023-07-25,833,Condicionador 833,Beleza,3,278.74,836.22,324,Norte
275,2023-06-25,986,Cadeira 986,Casa,1,420.08,420.08,486,Nordeste
276,2023-12-18,899,Mangueira 899,Jardinagem,3,208.53,625.59,224,Norte
277,2023-08-29,768,Squeeze 768,Esportes,2,307.13,614.26,188,Sul
278,2023-05-30,29,Quebra-cabeça 29,Brinquedos,5,94.89,474.45,193,Centro-Oeste
279,2023-01-09,649,Pião 649,Brinquedos,3,369.3,1107.9,14,Norte
280,2023-08-14,744,Condicionador 744,Beleza,5,188.35,941.75,431,Norte
281,2023-10-03,770,Shampoo 770,Beleza,4,233.55,934.2,201,Sul
282,2023-09-16,357,Bateria 357,Automotivo,2,236.41,472.82,361,Centro-Oeste
283,2023-10-29,591,GPS 591,Automotivo,4,11.71,46.84,369,Norte
284,2023-03-30,855,Camiseta 855,Roupas,4,317.61,1270.44,494,Norte
285,2023-12-14,361,Capa de Banco 361,Automotivo,5,167.42,837.1,10,Centro-Oeste
286,2023-04-18,834,Estante 834,Casa,4,451.43,1805.72,216,Centro-Oeste
287,2023-03-20,260,Bicicleta 260,Esportes,5,251.2,1256.0,140,Nordeste
288,2023-09-12,173,Boné 173,Esportes,1,83.56,83.56,394,Centro-Oeste
289,2023-09-30,169,Ficção Científica 169,Livros,4,293.93,1175.72,481,Sudeste
290,2023-02-12,136,Mangueira 136,Jardinagem,2,66.91,133.82,421,Norte
291,2023-04-18,902,Biografia 902,Livros,4,227.44,909.76,73,Nordeste
292,2023-06-06,913,Regador 913,Jardinagem,5,131.65,658.25,384,Sudeste
293,2023-07-26,521,Suspense 521,Livros,3,372.82,1118.46,234,Norte
294,2023-01-15,376,Creme Facial 376,Beleza,5,61.46,307.3,102,Nordeste
295,2023-03-21,893,Autoajuda 893,Livros,4,339.57,1358.28,348,Nordeste
296,2023-08-08,208,Esmalte 208,Beleza,5,18.82,94.1,464,Nordeste
297,2023-12-17,688,Teclado 688,Eletrônicos,1,170.08,170.08,398,Sul
298,2023-09-15,892,Bateria 892,Automotivo,1,222.85,222.85,129,Sudeste
299,2023-10-08,681,Squeeze 681,Esportes,4,166.47,665.88,319,Nordeste
300,2023-11-14,411,Regador 411,Jardinagem,1,269.08,269.08,300,Sudeste
301,2023-11-07,588,Regador 588,Jardinagem,4,25.69,102.76,368,Sul
302,2023-11-05,710,Adubo 710,Jardinagem,2,50.15,100.3,71,Nordeste
303,2023-10-13,370,Protetor Solar 370,Beleza,3,171.79,515.37,128,Norte
304,2023-02-19,534,Feijão 534,Alimentos,2,357.1,714.2,98,Norte
305,2023-09-10,465,Capa de Banco 465,Automotivo,2,168.39,336.78,20,Centro-Oeste
306,2023-07-14,60,Sementes 60,Jardinagem,5,145.07,725.35,130,Sul
307,2023-01-11,729,Vaso de Planta 729,Jardinagem,5,457.08,2285.4,476,Norte
308,2023-07-10,514,Kit Ferramentas 514,Automotivo,4,353.2,1412.8,409,Norte
309,2023-11-03,180,Armário 180,Casa,1,198.66,198.66,362,Sul
310,2023-09-23,610,Patinete 610,Brinquedos,5,462.86,2314.3,164,Norte
311,2023-11-23,933,Poltrona 933,Casa,1,137.01,137.01,337,Nordeste
312,2023-01-17,443,Bicicleta 443,Esportes,1,118.78,118.78,398,Sul
313,2023-06-06,944,Vestido 944,Roupas,3,277.2,831.6,137,Norte
314,2023-01-19,793,Leite 793,Alimentos,2,253.37,506.74,483,Sul
315,2023-08-12,793,Leite 793,Alimentos,3,253.37,760.11,175,Sul
316,2023-07-02,970,Queijo 970,Alimentos,1,264.97,264.97,425,Nordeste
317,2023-08-24,62,Caixa de Som 62,Eletrônicos,5,179.63,898.15,144,Norte
318,2023-08-15,283,Luvas 283,Esportes,5,488.71,2443.55,181,Nordeste
319,2023-10-25,414,Blocos de Montar 414,Brinquedos,5,157.07,785.35,309,Sudeste
320,2023-01-07,78,Autoajuda 78,Livros,2,99.63,199.26,367,Centro-Oeste
321,2023-03-03,230,Cama Box 230,Casa,2,40.79,81.58,229,Centro-Oeste
322,2023-06-19,15,Bermuda 15,Roupas,2,195.15,390.3,321,Sudeste
323,2023-01-16,247,Tapete Automotivo 247,Automotivo,3,295.06,885.18,381,Norte
324,2023-10-03,652,Romance 652,Livros,1,85.89,85.89,29,Nordeste
325,2023-05-29,182,Biografia 182,Livros,5,263.39,1316.95,118,Centro-Oeste
326,2023-06-13,562,Luvas 562,Esportes,3,250.48,751.44,69,Nordeste
